text,aspect_term,polarity,is_implicit
"The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB graphic card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple Keyboard and Mouse, all put together in neat and nice package.",Quad-Core 2.5 GHz CPU,neutral,True
"The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB graphic card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple Keyboard and Mouse, all put together in neat and nice package.",Radeon HD 6750M 512MB graphic card,neutral,True
"The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB graphic card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple Keyboard and Mouse, all put together in neat and nice package.",integrated Intel 4000 card,neutral,True
"The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB graphic card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple Keyboard and Mouse, all put together in neat and nice package.",wireless Apple Keyboard and Mouse,neutral,True
"The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB graphic card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple Keyboard and Mouse, all put together in neat and nice package.",package,positive,False
Put a cover on it and is a little better but that is my only complaint.,cover,neutral,False
Within a few hours I was using the gestures unconsciously.,gestures,positive,False
This mac does come with an extender cable and I'm using mine right now hoping the cable will stay nice for the many years I plan on using this mac.,extender cable,neutral,True
This mac does come with an extender cable and I'm using mine right now hoping the cable will stay nice for the many years I plan on using this mac.,cable,positive,False
The 2.9ghz dual-core i7 chip really out does itself.,2.9ghz dual-core i7 chip,positive,False
It is pretty snappy and starts up in about 30 seconds which is good enough for me.,starts up,positive,False
Not sure on Windows 8.,Windows 8,neutral,False
My one complaint is that there was no internal CD drive.,internal CD drive,negative,False
This newer netbook has no hard drive or network lights.,hard drive,neutral,False
This newer netbook has no hard drive or network lights.,network lights,neutral,False
"I was having a though time deciding between the 13"" MacBook Air or the MacBook Pro 13"" (Both baseline models, priced at 1,200 $ retail)",priced,neutral,True
Not too expense and has enough storage for most users and many ports.,storage,positive,False
Not too expense and has enough storage for most users and many ports.,ports,positive,False
The audio volume is quite low and virtually unusable in a room with any background activity.,audio volume,negative,False
It is lightweight and the perfect size to carry to class.,size,positive,False
I was given a demonstration of Windows 8.,Windows 8,neutral,True
The MBP is beautiful has many wonderful capabilities.,capabilities,positive,False
"I thought that it will be fine, if i do some settings.",settings,neutral,False
Runs very smoothly.,Runs,positive,False
Boot-up slowed significantly after all Windows updates were installed.,Boot-up,negative,False
Boot-up slowed significantly after all Windows updates were installed.,Windows updates,negative,False
More likely it will require replacing the logic board once they admit they have a problem and come up with a solution.,logic board,negative,True
"It was important that it was powerful enough to do all of the tasks he needed on the internet, word processing, graphic design and gaming.",internet,positive,False
"It was important that it was powerful enough to do all of the tasks he needed on the internet, word processing, graphic design and gaming.",word processing,positive,False
"It was important that it was powerful enough to do all of the tasks he needed on the internet, word processing, graphic design and gaming.",graphic design,positive,False
"It was important that it was powerful enough to do all of the tasks he needed on the internet, word processing, graphic design and gaming.",gaming,positive,False
"I like the Mini Mac it was easy to setup and install, but I am learning as I go and could use a tutorial to learn how to use some of the features I was use to on the PC especially the right mouse click menu.",setup,positive,False
"I like the Mini Mac it was easy to setup and install, but I am learning as I go and could use a tutorial to learn how to use some of the features I was use to on the PC especially the right mouse click menu.",install,positive,False
"I like the Mini Mac it was easy to setup and install, but I am learning as I go and could use a tutorial to learn how to use some of the features I was use to on the PC especially the right mouse click menu.",tutorial,neutral,True
"I like the Mini Mac it was easy to setup and install, but I am learning as I go and could use a tutorial to learn how to use some of the features I was use to on the PC especially the right mouse click menu.",features,neutral,True
"I like the Mini Mac it was easy to setup and install, but I am learning as I go and could use a tutorial to learn how to use some of the features I was use to on the PC especially the right mouse click menu.",right mouse click menu,neutral,True
Runs real quick.,Runs,positive,False
Buy the separate RAM memory and you will have a rocket!,RAM memory,positive,True
"Since the machine's slim profile is critical to me, that was a problem.",profile,negative,False
"WiFi capability, disk drive and multiple USB ports to connect scale and printers was all that was required.",disk drive,positive,False
"WiFi capability, disk drive and multiple USB ports to connect scale and printers was all that was required.",USB ports,positive,False
"WiFi capability, disk drive and multiple USB ports to connect scale and printers was all that was required.",WiFi capability,positive,False
"The SD card reader is slightly recessed and upside down (the nail slot on the card cannot be accessed), if this was a self ejecting slot this would not be an issue, but its not.",SD card reader,negative,False
"The SD card reader is slightly recessed and upside down (the nail slot on the card cannot be accessed), if this was a self ejecting slot this would not be an issue, but its not.",nail slot on the card,negative,False
"The SD card reader is slightly recessed and upside down (the nail slot on the card cannot be accessed), if this was a self ejecting slot this would not be an issue, but its not.",slot,negative,False
"Soft touch, anodized aluminum with laser cut precision and no flaws.",touch,positive,False
"Soft touch, anodized aluminum with laser cut precision and no flaws.",anodized aluminum,positive,False
"Simple details, crafted aluminium and real glass make this laptop blow away the other plastic ridden, bulky sticker filled laptops.",aluminium,positive,False
"Simple details, crafted aluminium and real glass make this laptop blow away the other plastic ridden, bulky sticker filled laptops.",glass,positive,False
First of all yes this is a mac and it has that nice brushed aluminum .,aluminum,positive,False
"After all was said and done, I essentially used that $450 savings to buy 16GB of RAM, TWO Seagate Momentus XT hybrid drives and an OWC upgrade kit to install the second hard drive.",16GB of RAM,neutral,True
"After all was said and done, I essentially used that $450 savings to buy 16GB of RAM, TWO Seagate Momentus XT hybrid drives and an OWC upgrade kit to install the second hard drive.",Seagate Momentus XT hybrid drives,neutral,True
"After all was said and done, I essentially used that $450 savings to buy 16GB of RAM, TWO Seagate Momentus XT hybrid drives and an OWC upgrade kit to install the second hard drive.",OWC upgrade kit,neutral,True
"After all was said and done, I essentially used that $450 savings to buy 16GB of RAM, TWO Seagate Momentus XT hybrid drives and an OWC upgrade kit to install the second hard drive.",hard drive,neutral,True
"The Dell Inspiron is fast and has a number pad on the keyboard, which I miss on my Apple laptops.",number pad on the keyboard,positive,True
I was concerned that the downgrade to the regular hard drive would make it unacceptably slow but I need not have worried - this machine is the fastest I have ever owned...,regular hard drive,positive,True
This one still has the CD slot.,CD slot,neutral,True
No HDMI port.,HDMI port,neutral,False
I had to install Mountain Lion and it took a good two hours.,install Mountain Lion,negative,True
Customization on mac is impossible.,Customization,negative,False
I am replacing the HD with a Micron SSD soon.,HD,neutral,True
I am replacing the HD with a Micron SSD soon.,Micron SSD,neutral,True
Plus two finger clicking as a replacement for the right click button is surprisingly intuitive.,two finger clicking,positive,False
Plus two finger clicking as a replacement for the right click button is surprisingly intuitive.,right click button,neutral,False
The SuperDrive is quiet.,SuperDrive,positive,False
The power plug has to be connected to the power adaptor to charge the battery but won't stay connected.,power plug,negative,True
The power plug has to be connected to the power adaptor to charge the battery but won't stay connected.,power adaptor,neutral,True
The power plug has to be connected to the power adaptor to charge the battery but won't stay connected.,battery,neutral,True
"The battery was completely dead, in fact it had grown about a quarter inch thick lump on the underside.",battery,negative,False
if yo like practicality this is the laptop for you.,practicality,positive,False
The OS is great.,OS,positive,False
I tried several monitors and several HDMI cables and this was the case each time.,monitors,neutral,True
I tried several monitors and several HDMI cables and this was the case each time.,HDMI cables,neutral,True
"CONS: Price is a bit ridiculous, kinda heavy.",Price,negative,False
The troubleshooting said it was the AC adaptor so we ordered a new one.,AC adaptor,neutral,True
Fan only comes on when you are playing a game.,Fan,neutral,True
Fan only comes on when you are playing a game.,playing a game,neutral,True
"Which it did not have, only 3 USB 2 ports.",USB 2 ports,neutral,False
No startup disk was not included but that may be my fault.,startup disk,neutral,False
"There is no ""tools"" menu.","""tools"" menu",neutral,True
It is very fast and has everything that I need except for a word program.,word program,negative,False
Needs a CD/DVD drive and a bigger power switch.,CD/DVD drive,neutral,True
Needs a CD/DVD drive and a bigger power switch.,power switch,negative,False
My laptop with Windows 7 crashed and I did not want Windows 8.,Windows 7,negative,False
My laptop with Windows 7 crashed and I did not want Windows 8.,Windows 8,negative,False
Easy to install also small to leave anywhere at your bedroom also very easy to configure for ADSl cable or wifi.,install,positive,False
Easy to install also small to leave anywhere at your bedroom also very easy to configure for ADSl cable or wifi.,configure for ADSl cable or wifi,positive,False
Nice packing.,packing,positive,False
"I switched to this because I wanted something different, even though I miss windows.",windows,positive,False
"Apple no longer includes iDVD with the computer and furthermore, Apple doesn't even offer it anymore!",iDVD,negative,False
"I also wanted Windows 7, which this one has.",Windows 7,positive,False
"At first, I feel a little bit uncomfortable in using the Mac system.",Mac system,negative,False
I am used to computers with windows so I am having a little difficulty finding my way around.,windows,neutral,True
It just works out of the box and you have a lot of cool software included with the OS.,works,positive,False
It just works out of the box and you have a lot of cool software included with the OS.,software,positive,False
It just works out of the box and you have a lot of cool software included with the OS.,OS,neutral,False
its as advertised on here..... it works great and is not a waste of money!,works,positive,False
Runs like a champ.....,Runs,positive,True
Premium price for the OS more than anything else.,price,positive,False
Premium price for the OS more than anything else.,OS,neutral,False
"I was a little concerned about the touch pad based on reviews, but I've found it fine to work with.",touch pad,positive,False
"The sound as mentioned earlier isn't the best, but it can be solved with headphones.",headphones,neutral,True
"However, the experience was great since the OS does not become unstable and the application will simply shutdown and reopen.",OS,positive,False
"However, the experience was great since the OS does not become unstable and the application will simply shutdown and reopen.",application,positive,True
"If you ask me, for this price it should be included.",price,negative,True
The battery is not as shown in the product photos.,battery,negative,False
Shipping was quick and product described was the product sent and so much more...,Shipping,positive,False
the retina display display make pictures i took years ago jaw dropping.,retina display display,positive,False
The Mac Mini is probably the simplest example of compact computing out there.,compact computing,positive,False
"Instead, I'll focus more on the actual performance and feature set of the hardware itself so you can make an educated decision on which Mac to buy.",performance and feature set of the hardware,neutral,True
"Other ports include FireWire 800, Gigabit Ethernet, MagSafe port, Microphone jack.",ports,neutral,True
"Other ports include FireWire 800, Gigabit Ethernet, MagSafe port, Microphone jack.",FireWire 800,neutral,True
"Other ports include FireWire 800, Gigabit Ethernet, MagSafe port, Microphone jack.",Gigabit Ethernet,neutral,True
"Other ports include FireWire 800, Gigabit Ethernet, MagSafe port, Microphone jack.",MagSafe port,neutral,True
"Other ports include FireWire 800, Gigabit Ethernet, MagSafe port, Microphone jack.",Microphone jack,neutral,True
"Additionally, there is barely a ventilation system in the computer, and even the simple activity of watching videos let alone playing steam games causes the laptop to get very very hot, and in fact impossible to keep on lap.",ventilation system,negative,False
"Additionally, there is barely a ventilation system in the computer, and even the simple activity of watching videos let alone playing steam games causes the laptop to get very very hot, and in fact impossible to keep on lap.",watching videos,neutral,False
"Additionally, there is barely a ventilation system in the computer, and even the simple activity of watching videos let alone playing steam games causes the laptop to get very very hot, and in fact impossible to keep on lap.",playing steam games,neutral,False
"Chatting with Acer support, I was advised the problem was corrupted operating system files.",Acer support,neutral,True
"Chatting with Acer support, I was advised the problem was corrupted operating system files.",operating system files,neutral,False
It's been a couple weeks since the purchase and I'm struggle with finding the correct keys (but that was expected).,keys,neutral,False
"Many people complain about the new OS, and it's urgent for Apple to fix it asap!",OS,negative,False
Now that I have upgraded to Lion I am much happier about MAC OS and have just bought an iMac for office.,Lion,positive,False
Now that I have upgraded to Lion I am much happier about MAC OS and have just bought an iMac for office.,MAC OS,positive,False
User upgradeable RAM and HDD.,RAM,positive,False
User upgradeable RAM and HDD.,HDD,positive,False
But I wanted the Pro for the CD/DVD player.,CD/DVD player,positive,False
I was a little worry at first because I don't have a lot of experience with os.x and windows has always been second nature to me after many years of using windows.,os.x,neutral,False
I was a little worry at first because I don't have a lot of experience with os.x and windows has always been second nature to me after many years of using windows.,windows,positive,True
I was a little worry at first because I don't have a lot of experience with os.x and windows has always been second nature to me after many years of using windows.,windows,neutral,True
With the softwares supporting the use of other OS makes it much better.,OS,neutral,False
With the softwares supporting the use of other OS makes it much better.,softwares,neutral,False
"I then upgraded to Mac OS X 10.8 ""Mountain Lion"".","Mac OS X 10.8 ""Mountain Lion""",neutral,True
"I was considering buying the Air, but in reality, this one has a more powerful performance and seems much more convenient, even though it's about .20 inch thicker and 2 lbs heavier.",performance,positive,False
"At home and the office it gets plugged into an external 24"" LCD screen, so built in screen size is not terribly important.",built in screen size,neutral,False
"At home and the office it gets plugged into an external 24"" LCD screen, so built in screen size is not terribly important.","external 24"" LCD screen",neutral,True
Just beware no DVD slot so when I went to install software I had on CD I couldn't.,install software,negative,True
Just beware no DVD slot so when I went to install software I had on CD I couldn't.,DVD slot,neutral,False
"I bought it to be able to dedicate a small, portable laptop to my writing and was surprised to learn that I needed to buy a word processing program to do so.",word processing program,neutral,True
"This version of MacBook Pro runs on a third-generation CPU (""Ivy Bridge""), not the latest fourth-generation Haswell CPU the 2013 version has.","third-generation CPU (""Ivy Bridge"")",neutral,True
"This version of MacBook Pro runs on a third-generation CPU (""Ivy Bridge""), not the latest fourth-generation Haswell CPU the 2013 version has.",fourth-generation Haswell CPU,neutral,True
No Cd Rom in the new version there's no way I'm spending that kind of money on something has less features than the older version.,Cd Rom,neutral,False
No Cd Rom in the new version there's no way I'm spending that kind of money on something has less features than the older version.,features,negative,False
the volume is really low to low for a laptopwas not expectin t volume to be so lowan i hate that about this computer,volume,negative,False
the volume is really low to low for a laptopwas not expectin t volume to be so lowan i hate that about this computer,volume,negative,False
and its not hard to accidentally bang it against something so i recommend getting a case to protect it.,case,neutral,False
I got this at an amazing price from Amazon and it arrived just in time.,price,positive,False
"Every time I log into the system after a few hours, there is this endlessly frustrating process that I have to go through.",log into the system,negative,False
"Put a SSD and use a 21"" LED screen, this set up is silky smooth!","21"" LED screen",neutral,True
"Put a SSD and use a 21"" LED screen, this set up is silky smooth!",SSD,neutral,True
"Put a SSD and use a 21"" LED screen, this set up is silky smooth!",set up,positive,False
"The case is now slightly larger than the previous generation, but the lack of an external power supply justifies the small increase in size.",case,negative,False
"The case is now slightly larger than the previous generation, but the lack of an external power supply justifies the small increase in size.",external power supply,neutral,False
"I had to buy a wireless mouse to go with it, as I am old school and hate the pad, but knew that before I bought it, now it works great, need to get adjusted to the key board, as I am used to a bigger one and pounding.",wireless mouse,neutral,True
"I had to buy a wireless mouse to go with it, as I am old school and hate the pad, but knew that before I bought it, now it works great, need to get adjusted to the key board, as I am used to a bigger one and pounding.",pad,negative,False
"I had to buy a wireless mouse to go with it, as I am old school and hate the pad, but knew that before I bought it, now it works great, need to get adjusted to the key board, as I am used to a bigger one and pounding.",works,positive,False
"I had to buy a wireless mouse to go with it, as I am old school and hate the pad, but knew that before I bought it, now it works great, need to get adjusted to the key board, as I am used to a bigger one and pounding.",key board,neutral,True
"When considering a Mac, look at the total cost of ownership and not just the initial price tag.",cost of ownership,neutral,True
"When considering a Mac, look at the total cost of ownership and not just the initial price tag.",price tag,neutral,True
"Has all the other features I wanted including a VGA port, HDMI, ethernet and 3 USB ports.",features,positive,False
"Has all the other features I wanted including a VGA port, HDMI, ethernet and 3 USB ports.",VGA port,neutral,False
"Has all the other features I wanted including a VGA port, HDMI, ethernet and 3 USB ports.",HDMI,neutral,False
"Has all the other features I wanted including a VGA port, HDMI, ethernet and 3 USB ports.",ethernet,neutral,False
"Has all the other features I wanted including a VGA port, HDMI, ethernet and 3 USB ports.",USB ports,neutral,False
The only thing I dislike about this laptop are the rubber pads found on the bottom of the computer for grip.,rubber pads,negative,False
It's a decent computer for the price and hopefully it will last a long time.,price,neutral,False
The nicest  part is the low heat output and ultra quiet operation.,heat output,positive,False
The nicest  part is the low heat output and ultra quiet operation.,operation,positive,False
I will upgrade the ram myself (because with this model you can you can do it) later on.,upgrade the ram,positive,True
The price is 200 dollars down.,price,positive,True
"this Mac Mini does not have a built-in mic, and it would seem that its Mac OS 10.9 does not handle external microphones properly.",built-in mic,neutral,False
"this Mac Mini does not have a built-in mic, and it would seem that its Mac OS 10.9 does not handle external microphones properly.",Mac OS 10.9,negative,False
"this Mac Mini does not have a built-in mic, and it would seem that its Mac OS 10.9 does not handle external microphones properly.",external microphones,neutral,True
A lot of features and shortcuts on the MBP that I was never exposed to on a normal PC.,features,neutral,False
A lot of features and shortcuts on the MBP that I was never exposed to on a normal PC.,shortcuts,neutral,False
Wasn't sure if I was going to like it much less love it so I went to a local best buy and played around with the IOS system on a Mac Pro and it was totally unique and different.,IOS system,positive,False
air has higher resolution but the fonts are small.,resolution,positive,False
air has higher resolution but the fonts are small.,fonts,negative,False
"working with Mac is so much easier, so many cool features.",working,positive,False
"working with Mac is so much easier, so many cool features.",features,positive,False
I like the brightness and adjustments.,brightness,positive,False
I like the brightness and adjustments.,adjustments,positive,False
I only wish this mac had a CD/DVD player built in.,CD/DVD player,neutral,False
The only thing I miss is that my old Alienware laptop had backlit keys.,backlit keys,negative,False
"The only thing I miss are the ""Home/End"" type keys and other things that I grew accustomed to after so long.","""Home/End"" type keys",neutral,True
"So happy with this purchase, I just wish it came with Microsoft Word.",Microsoft Word,neutral,False
It has enough memory and speed to run my business with all the flexibility that comes with a laptop.,memory,positive,False
It has enough memory and speed to run my business with all the flexibility that comes with a laptop.,speed,positive,False
It has enough memory and speed to run my business with all the flexibility that comes with a laptop.,flexibility,positive,True
"The speed, the simplicity, the design.. it is lightyears ahead of any PC I have ever owned.",speed,positive,True
"The speed, the simplicity, the design.. it is lightyears ahead of any PC I have ever owned.",simplicity,positive,True
"The speed, the simplicity, the design.. it is lightyears ahead of any PC I have ever owned.",design,positive,True
"The battery life is excellent, the display is excellent, and downloading apps is a  breeze.",battery life,positive,False
"The battery life is excellent, the display is excellent, and downloading apps is a  breeze.",display,positive,False
"The battery life is excellent, the display is excellent, and downloading apps is a  breeze.",downloading apps,positive,False
"The screen, the software and the smoothness of the operating system.",screen,positive,True
"The screen, the software and the smoothness of the operating system.",software,positive,True
"The screen, the software and the smoothness of the operating system.",operating system,positive,False
i have dropped mine a couple times with only a slim plastic case covering it.,slim plastic case,neutral,True
I also made a recovery USB stick.,recovery USB stick,neutral,True
"But with this laptop, the bass is very weak and the sound comes out sounding tinny.",bass,negative,False
"But with this laptop, the bass is very weak and the sound comes out sounding tinny.",sound,negative,False
"The built quality is really good, I was so Happy and excited about this Product.",built quality,positive,False
I am loving the fast performance also.,performance,positive,False
"Further, this Mac Mini has a sloppy Bluetooth interface (courtesy of the Mac OS) and the range is poor.",Bluetooth interface,negative,False
"Further, this Mac Mini has a sloppy Bluetooth interface (courtesy of the Mac OS) and the range is poor.",Mac OS,negative,False
"Further, this Mac Mini has a sloppy Bluetooth interface (courtesy of the Mac OS) and the range is poor.",range,negative,False
If you start on the far right side and scroll to your left the start menu will automatically come up.,start menu,neutral,True
My only gripe would be the need to add more RAM.,RAM,negative,False
Fine if you have a touch screen.,touch screen,neutral,False
"As far as user type - I dabble in everything from games (WoW) to Photoshop, but nothing professionally.",games,neutral,True
"As far as user type - I dabble in everything from games (WoW) to Photoshop, but nothing professionally.",Photoshop,neutral,True
"I re-seated the ""WLAN"" card inside and re-installed the LAN device drivers.","""WLAN"" card",neutral,True
"I re-seated the ""WLAN"" card inside and re-installed the LAN device drivers.",LAN device drivers,neutral,True
"This by far beats any computer out on the market today built well, battery life AMAZING.",built,positive,False
"This by far beats any computer out on the market today built well, battery life AMAZING.",battery life,positive,False
"The OS is easy, and offers all kinds of surprises.",OS,positive,False
I had to get Apple Customer Support to correct the problem.,Apple Customer Support,neutral,True
A veryimportant feature is Firewire 800 which in my experience works better then USB3 (in PC enabled with USB3)I was not originally sold on the MAC OS I felt it was inferior in many ways To Windows 7.,Firewire 800,positive,False
A veryimportant feature is Firewire 800 which in my experience works better then USB3 (in PC enabled with USB3)I was not originally sold on the MAC OS I felt it was inferior in many ways To Windows 7.,USB3,negative,True
A veryimportant feature is Firewire 800 which in my experience works better then USB3 (in PC enabled with USB3)I was not originally sold on the MAC OS I felt it was inferior in many ways To Windows 7.,USB3,neutral,True
A veryimportant feature is Firewire 800 which in my experience works better then USB3 (in PC enabled with USB3)I was not originally sold on the MAC OS I felt it was inferior in many ways To Windows 7.,MAC OS,negative,False
A veryimportant feature is Firewire 800 which in my experience works better then USB3 (in PC enabled with USB3)I was not originally sold on the MAC OS I felt it was inferior in many ways To Windows 7.,Windows 7,positive,True
"I like iTunes, the apparent security, the Mini form factor, all the nice graphics stuff.",iTunes,positive,False
"I like iTunes, the apparent security, the Mini form factor, all the nice graphics stuff.",security,positive,False
"I like iTunes, the apparent security, the Mini form factor, all the nice graphics stuff.",Mini form factor,positive,True
"I like iTunes, the apparent security, the Mini form factor, all the nice graphics stuff.",graphics stuff,positive,False
The first time I used the card reader it took half an hour and a pair of tweezers to remove the card.,card reader,negative,True
The first time I used the card reader it took half an hour and a pair of tweezers to remove the card.,remove the card,negative,True
"After replacing the spinning hard disk with an ssd drive, my mac is just flying.",spinning hard disk,neutral,True
"After replacing the spinning hard disk with an ssd drive, my mac is just flying.",ssd drive,positive,False
I know some people complained about HDMI issues but they released a firmware patch to address that issue.,HDMI,neutral,False
I know some people complained about HDMI issues but they released a firmware patch to address that issue.,firmware patch,neutral,True
With the needs of a professional photographer I generally need to keep up with the best specs.,specs,neutral,False
packing and everything was perfect,packing,positive,True
I called Toshiba where I gave them the serial number and they informed me that they were having issues with the mother boards.,mother boards,neutral,False
"I seem to be having repeat problems as the Mother Board in this one is diagnosed as faulty, related to the graphics card.",Mother Board,negative,False
"I seem to be having repeat problems as the Mother Board in this one is diagnosed as faulty, related to the graphics card.",graphics card,negative,False
It also comes with 4G of RAM but if you're like me you want to max that out so I immediately put 8G of RAM in her and I've never used a computer that performs better.,4G of RAM,neutral,True
It also comes with 4G of RAM but if you're like me you want to max that out so I immediately put 8G of RAM in her and I've never used a computer that performs better.,8G of RAM,neutral,True
It also comes with 4G of RAM but if you're like me you want to max that out so I immediately put 8G of RAM in her and I've never used a computer that performs better.,performs,positive,False
This computer is also awesome for my sons virtual home schooling.,virtual home schooling,positive,False
Cost is more as compared to other brands.,Cost,negative,False
also...- excellent operating system- size and weight for optimal mobility- excellent durability of the battery- the functions provided by the trackpad is unmatched by any other brand-,operating system,positive,False
also...- excellent operating system- size and weight for optimal mobility- excellent durability of the battery- the functions provided by the trackpad is unmatched by any other brand-,size,positive,False
also...- excellent operating system- size and weight for optimal mobility- excellent durability of the battery- the functions provided by the trackpad is unmatched by any other brand-,weight,positive,False
also...- excellent operating system- size and weight for optimal mobility- excellent durability of the battery- the functions provided by the trackpad is unmatched by any other brand-,mobility,positive,False
also...- excellent operating system- size and weight for optimal mobility- excellent durability of the battery- the functions provided by the trackpad is unmatched by any other brand-,durability of the battery,positive,False
also...- excellent operating system- size and weight for optimal mobility- excellent durability of the battery- the functions provided by the trackpad is unmatched by any other brand-,functions provided by the trackpad,positive,False
This hardware seems to be better than the iMac in that it isn't $1400 and smaller.,hardware,positive,False
I've had it for about 2 months now and found no issues with software or updates.,software,neutral,False
I've had it for about 2 months now and found no issues with software or updates.,updates,neutral,False
the latest version does not have a disc drive.,disc drive,neutral,False
Screen - although some people might complain about low res which I think is ridiculous.,Screen,positive,False
Screen - although some people might complain about low res which I think is ridiculous.,res,positive,False
